Projectnummer;Blok;LAM MK;Straat;Huisnummer;Huisnummer Toevoeging;Huisnr;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Building comment;Opdrachttemplate
SINT-NIKLAAS - FH02;BL0203;56082;Prins Albertstraat;14;;;134258,695;206683,283;SDU;;0;1;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;56081;Prins Albertstraat;16;;;134261,89;206677,678;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3484736;Prins Albertstraat;18;;;134264,221;206673,458;SDU;;1;0;0;1;Y;NA;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3484737;Prins Albertstraat;20;;;134266,954;206668,658;SDU;;0;1;0;1;N;MON;3;MON;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3484738;Prins Albertstraat;22;;;134271,108;206662,086;SDU;;0;1;0;1;Y;NA;3;BE;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3484740;Prins Albertstraat;24;;;134274,626;206654,866;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;4449177;Prins Albertstraat;26;;;134276,934;206649,813;SDU;;1;0;0;1;Y;NA;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3484743;Prins Albertstraat;28;;;134279,318;206645,545;SDU;;1;0;0;1;Y;NA;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;56075;Prins Albertstraat;30;;;134283,976;206642,956;MDU;;1;1;0;2;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;56074;Prins Albertstraat;32;;;134284,867;206636,084;MDU;;5;0;0;5;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3484747;Prins Albertstraat;34;;;134288,87;206630,08;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3484749;Prins Albertstraat;36;;;134292,01;206625,447;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3948535;Prins Albertstraat;38;;;134294,126;206621,487;MDU;;2;0;0;2;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3948537;Prins Albertstraat;40;;;134296,497;206616,781;MDU;D;4;0;0;4;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;4153361;Prins Albertstraat;42;;;134299,465;206612,079;MDU;;5;0;0;5;Y;NA;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3484759;Prins Albertstraat;46;;;134310,13;206596,48;SDU;;0;1;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3484762;Prins Albertstraat;48;;;134312,744;206591,583;SDU;;0;1;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3484763;Prins Albertstraat;50;;;134315,401;206585,298;MDU;D;2;0;0;2;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3484765;Prins Albertstraat;52;;;134319,055;206580,565;MDU;D;2;0;0;2;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3948538;Prins Albertstraat;54;;;134321,615;206576,01;MDU;D;2;0;0;2;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3484768;Prins Albertstraat;56;;;134325,155;206570,202;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3484771;Prins Albertstraat;58;;;134326,27;206565,554;SDU;;0;1;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;56078;Prins Albertstraat;60;;;134329,117;206560,416;MDU;D;3;0;0;3;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;56079;Prins Albertstraat;62;;;134332,08;206555,702;SDU;;0;1;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;4449144;Prins Albertstraat;64;;;134333,799;206551,937;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3948539;Prins Albertstraat;66;;;134334,335;206548,712;MDU;D;4;0;0;4;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3484780;Prins Albertstraat;68;;;134336,727;206544,686;MDU;;4;0;1;5;Y;NA;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;56080;Prins Albertstraat;70;;;134340,074;206540,457;MDU;;3;1;0;4;Y;NA;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3484757;Prins Albertstraat;44;A;;134303,164;206607,426;SDU;;0;1;0;1;Y;NA;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;56077;Prins Albertstraat;44;B;;134306,497;206602,211;MDU;;0;2;0;2;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;56071;Regentieplein;40;;;134349,206;206546,86;MDU;;12;0;0;12;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;4448854;Stationsplein;10;;;134228,125;206733,672;MDU;;3;1;0;4;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;56094;Vermorgenstraat;2;;;134351,738;206556,281;MDU;;4;0;1;5;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;56095;Vermorgenstraat;4;;;134354,623;206559,979;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;4449154;Vermorgenstraat;6;;;134355,186;206563,695;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;4449157;Vermorgenstraat;8;;;134354,49;206568,231;SDU;;0;1;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3518034;Vermorgenstraat;10;;;134355,405;206575,683;MDU;;4;1;0;5;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3518039;Vermorgenstraat;12;;;134356,922;206584,187;MDU;;5;0;0;5;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3518041;Vermorgenstraat;14;;;134357,808;206590,675;MDU;;4;0;0;4;Y;NA;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;4232008;Vermorgenstraat;16;;;134360,902;206596,787;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3518045;Vermorgenstraat;18;;;134361,988;206603,016;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3518047;Vermorgenstraat;20;;;134362,29;206609,47;SDU;;0;1;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3518052;Vermorgenstraat;22;;;134364,451;206614,457;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3518056;Vermorgenstraat;24;;;134365,317;206619,124;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;56098;Vermorgenstraat;26;;;134366,52;206624,576;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;5785361;Mercatorstraat;9;C;;134279,195;206720,929;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;56097;Vermorgenstraat;28;;;134366,675;206633,95;MDU;;0;2;0;2;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;56096;Vermorgenstraat;30;;;134377,685;206679,095;SDU;;0;1;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;5458181;Vermorgenstraat;28;A;;134304,496;206655,637;MDU;;14;0;2;16;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;5714641;Vermorgenstraat;28;B;;134322,862;206673,492;MDU;;8;0;2;10;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;5720110;Vermorgenstraat;28;C;;134342,019;206669,772;MDU;;8;0;2;10;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;4449109;Mercatorstraat;25;;;134338,438;206694,034;SDU;;1;0;0;1;N;IRREG;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3504332;Mercatorstraat;19;;;134320,699;206702,509;SDU;;1;0;0;1;N;IRREG;5;_;BUILDING template
SINT-NIKLAAS - FH02;BL0203;5804176;Vermorgenstraat;28;D;;134370,745;206658,836;MDU;;7;0;0;7;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;5720112;Vermorgenstraat;28;E;;134369,257;206648,558;MDU;;8;0;0;8;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;5714642;Vermorgenstraat;28;F;;134368,024;206640,908;MDU;;7;0;0;7;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;6466017;Prins Albertstraat;30;B;;134280,42;206640,163;SDU;;1;0;0;1;Y;NA;4;_;BUILDING template
SINT-NIKLAAS - FH02;BL0203;5820396;Vermorgenstraat;30;B;;134376,325;206673,977;SDU;;1;0;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;56089;Mercatorstraat;1;;;134244,627;206737,269;SDU;;0;1;1;2;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;4449122;Mercatorstraat;3;;;134250,784;206733,721;SDU;;0;1;0;1;Y;NA;2;BE;BUILDING template
SINT-NIKLAAS - FH02;BL0203;1465072;Mercatorstraat;5;;;134256,137;206731,597;SDU;;0;1;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0203;3925975;Mercatorstraat;7;;;134261,166;206728,744;MDU;;1;1;0;2;Y;NA;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3948787;Regentiestraat;40;;;134423,978;206500,092;MDU;;12;0;0;12;N;ORN;2;BE;BUILDING template
SINT-NIKLAAS - FH02;BL0204;5985181;Mercatorstraat;39;C;;134406,676;206667,163;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;6474362;Mercatorstraat;39;B;;134396,933;206671,999;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;62541;Regentiestraat;50;;;134457,776;206494,131;MDU;;94;0;2;96;N;GLASS;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;9375;Mercatorstraat;39;;;134399,618;206669,269;SDU;;0;1;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512954;Regentiestraat;54;;;134467,992;206492,05;MDU;;2;1;1;4;N;GLASS;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;4220328;Mercatorstraat;41;;;134411,622;206663,794;SDU;;1;0;0;1;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3504355;Mercatorstraat;43;;;134417,395;206660,857;SDU;;0;1;0;1;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3504359;Mercatorstraat;45;;;134423,141;206657,805;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;4448714;Mercatorstraat;47;;;134428,791;206656,599;MDU;;8;0;0;8;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3504364;Mercatorstraat;49;;;134434,32;206654,322;MDU;;8;1;0;9;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;61717;Mercatorstraat;53;;;134446,545;206648,929;MDU;;8;0;0;8;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;62530;Mercatorstraat;55;;;134454,977;206644,843;SDU;;1;0;0;1;Y;NA;3;BE;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3504374;Mercatorstraat;57;;;134461,144;206641,711;SDU;;1;0;0;1;Y;NA;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;62536;Mercatorstraat;91;;;134602,024;206583,884;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;4028785;Mercatorstraat;59;;;134466,299;206639,272;SDU;;0;1;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3504378;Mercatorstraat;61;;;134468,893;206629,581;MDU;;1;1;0;2;Y;NA;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;4448196;Mercatorstraat;63;;;134478,002;206632,51;SDU;;0;1;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;4448199;Mercatorstraat;67;;;134486,957;206628,85;SDU;;1;0;2;3;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3504386;Mercatorstraat;69;;;134493,564;206626,806;MDU;;1;1;0;2;Y;NA;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;4188104;Mercatorstraat;71;;;134498,306;206624,28;SDU;;1;0;0;1;Y;NA;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;62531;Mercatorstraat;73;;;134501,913;206622,378;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;62533;Mercatorstraat;75;;;134496,714;206595,702;SDU;;0;1;0;1;Y;NA;1;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;62534;Mercatorstraat;77;;;134525,999;206614,069;SDU;;0;1;1;2;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3504396;Mercatorstraat;79;;;134557,949;206600,466;MDU;;7;0;0;7;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3504398;Mercatorstraat;81;;;134568,32;206595,904;SDU;;0;1;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;4448276;Mercatorstraat;83;;;134575,561;206592,421;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3504404;Mercatorstraat;85;;;134580,451;206589,75;MDU;D;3;0;0;3;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3504405;Mercatorstraat;87;;;134587,772;206586,826;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;4448281;Mercatorstraat;89;;;134590,894;206585,334;SDU;;1;0;1;2;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3948738;Mercatorstraat;79;A;;134540,84;206608,797;MDU;;6;1;0;7;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;61729;Regentieplein;9;;;134387,893;206507,994;SDU;;1;0;0;1;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3948785;Regentieplein;10;;;134386,034;206510,923;SDU;;1;0;0;1;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512817;Regentieplein;11;;;134384,174;206513,946;SDU;;1;0;0;1;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512820;Regentieplein;12;;;134382,267;206516,828;SDU;;1;0;0;1;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512823;Regentieplein;13;;;134391,799;206510,551;SDU;;1;0;0;1;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512826;Regentieplein;14;;;134389,893;206513,388;SDU;;1;0;0;1;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512828;Regentieplein;15;;;134387,986;206516,456;SDU;;1;0;0;1;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3504381;Mercatorstraat;65;;;134481,978;206631,349;MDU;;5;0;0;5;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512830;Regentieplein;16;;;134386,126;206519,479;SDU;;1;0;0;1;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3504367;Mercatorstraat;51;;;134441,631;206651,627;MDU;;1;1;0;2;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512832;Regentieplein;17;;;134390,358;206522,129;SDU;;1;0;0;1;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512835;Regentieplein;18;;;134378,012;206528,574;MDU;;0;4;0;4;N;IRREG;3;BE;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512840;Regentieplein;30;;;134371,156;206532,561;SDU;;1;0;0;1;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512842;Regentieplein;31;;;134369,233;206535,769;SDU;;1;0;0;1;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512844;Regentieplein;32;;;134366,524;206539,821;MDU;;3;0;0;3;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512848;Regentieplein;33;;;134366,331;206543,981;SDU;;1;0;0;1;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512852;Regentieplein;34;;;134375,335;206534,945;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512854;Regentieplein;35;;;134373,091;206537,972;SDU;;1;0;0;1;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512855;Regentieplein;36;;;134373,731;206540,881;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512856;Regentieplein;37;;;134372,784;206542,648;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512858;Regentieplein;38;;;134371,729;206544,415;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;61728;Regentieplein;39;;;134376,657;206541,439;SDU;;1;0;0;1;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;61732;Regentiestraat;32;;;134394,085;206506,221;MDU;;3;0;1;4;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;62526;Regentiestraat;34;;;134402,947;206503,23;SDU;;1;0;0;1;Y;NA;3;BE;BUILDING template
SINT-NIKLAAS - FH02;BL0204;6432344;Mercatorstraat;39;A;;134392,697;206673,396;SDU;;1;0;0;1;Y;NA;2;_;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512923;Regentiestraat;36;;;134408,53;206502,243;SDU;;1;0;0;1;Y;NA;3;BE;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512925;Regentiestraat;38;;;134413,871;206501,879;SDU;;1;0;0;1;N;IRREG;2;BE;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3504363;Mercatorstraat;48;A;;134431,382;206684,183;SDU;;1;0;0;1;N;IRREG;4;_;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512928;Regentiestraat;42;;;134434,437;206499,659;MDU;;0;2;1;3;Y;NA;4;BE;BUILDING template
SINT-NIKLAAS - FH02;BL0204;6179005;Mercatorstraat;48;B;;134435,102;206685,671;SDU;;0;1;0;1;N;IRREG;1;_;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512944;Regentiestraat;52;;;134462,952;206492,988;MDU;;50;0;1;51;N;GLASS;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512966;Regentiestraat;58;B;;134480,111;206489,734;MDU;;2;1;1;4;N;GLASS;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;6347298;Mercatorstraat;61;A;;134473,278;206639,346;SDU;;0;1;0;1;Y;NA;1;_;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512968;Regentiestraat;60;;;134495,115;206486,878;SDU;;0;1;0;1;N;GLASS;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512972;Regentiestraat;62;;;134498,704;206486,161;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;6347303;Mercatorstraat;61;B;;134471,744;206633,394;SDU;;1;0;0;1;Y;NA;3;_;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512977;Regentiestraat;64;;;134502,301;206485,488;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512982;Regentiestraat;66;;;134505,956;206484,655;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;4448694;Vermorgenstraat;25;;;134384,652;206631,79;MDU;;4;0;0;4;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;4030709;Regentiestraat;68;;;134509,746;206483,807;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512988;Regentiestraat;70;;;134514,132;206483,096;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512990;Regentiestraat;72;;;134518,854;206482,843;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;6518490;Regentiestraat;78;A;;134546,721;206491,559;MDU;;2;0;0;2;Y;NA;3;_;BUILDING template
SINT-NIKLAAS - FH02;BL0204;5577989;Regentiestraat;74;;;134524,83;206478,185;SDU;;0;1;0;1;N;GLASS;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;62528;Regentiestraat;76;;;134534,23;206476,66;SDU;;0;1;0;1;Y;NA;2;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3518036;Vermorgenstraat;11;;;134377,348;206589,11;MDU;;0;2;0;2;N;MON;5;MON;BUILDING template
SINT-NIKLAAS - FH02;BL0204;4030312;Regentiestraat;78;;;134540,491;206475,784;MDU;D;4;0;0;4;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;6518502;Regentiestraat;78;B;;134538,817;206493,559;MDU;;2;0;0;2;Y;NA;3;_;BUILDING template
SINT-NIKLAAS - FH02;BL0204;4026885;Regentiestraat;80;;;134547,69;206474,594;MDU;D;3;0;0;3;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;62529;Regentiestraat;82;;;134557,952;206472,609;MDU;;2;0;0;2;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;62527;Regentiestraat;46;;;134447,582;206496,069;SDU;;0;1;0;1;Y;NA;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;5380502;Regentiestraat;58;A;;134485,162;206488,871;SDU;;0;1;1;2;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512957;Regentiestraat;56;;;134473,004;206491,094;SDU;;0;1;0;1;N;GLASS;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;5446952;Regentiestraat;58;C;;134476,496;206490,36;SDU;;0;1;0;1;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;62522;Truweelstraat;2;;;134562,155;206476,432;SDU;;0;1;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3512964;Regentiestraat;58;;;134490,133;206487,906;MDU;;0;2;0;2;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;4033568;Truweelstraat;4;;;134563,283;206483,15;MDU;D;2;0;0;2;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3516630;Truweelstraat;6;;;134567,678;206492,494;MDU;;3;1;2;6;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3948819;Truweelstraat;8;;;134569,935;206498,772;MDU;D;2;0;0;2;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3516640;Truweelstraat;10;;;134572,805;206501,966;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;4448220;Truweelstraat;12;;;134574,379;206506,482;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3516645;Truweelstraat;16;;;134576,224;206514,458;MDU;;1;1;0;2;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3516648;Truweelstraat;18;;;134573,154;206524,014;MDU;;3;1;0;4;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3516651;Truweelstraat;20;;;134578,739;206523,372;MDU;;3;1;0;4;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3516654;Truweelstraat;22;;;134583,648;206531,653;MDU;D;3;1;0;4;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3516656;Truweelstraat;24;;;134587,021;206538,903;MDU;;3;1;0;4;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;4058464;Truweelstraat;26;;;134590,02;206542,87;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3516659;Truweelstraat;28;;;134591,579;206550,142;SDU;;0;1;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3516660;Truweelstraat;30;;;134594,165;206556,085;SDU;;0;1;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3516663;Truweelstraat;32;;;134596,058;206562,135;MDU;D;1;1;1;3;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3516668;Truweelstraat;34;;;134600,187;206568,247;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;4448232;Truweelstraat;36;;;134602,197;206573,755;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;4448284;Truweelstraat;40;;;134602,954;206578,434;SDU;;0;1;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;61715;Vermorgenstraat;1;;;134370,228;206553,673;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3518025;Vermorgenstraat;3;;;134372,318;206560,267;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3518028;Vermorgenstraat;5;;;134373,212;206565,354;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3518031;Vermorgenstraat;7;;;134374,024;206571,208;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;61716;Vermorgenstraat;9;;;134376,595;206581,154;SDU;;1;0;0;1;N;MON;3;MON;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3925999;Vermorgenstraat;13;;;134378,435;206594,785;MDU;;8;1;0;9;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3518043;Vermorgenstraat;15;;;134380,971;206605,856;MDU;;12;0;0;12;N;IRREG;5;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3518049;Vermorgenstraat;21;;;134383,522;206618,428;MDU;;7;1;0;8;N;IRREG;4;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3518054;Vermorgenstraat;23;;;134385,676;206625,083;SDU;;1;0;0;1;N;IRREG;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3518059;Vermorgenstraat;27;;;134386,653;206636,218;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3518061;Vermorgenstraat;29;;;134387,312;206641,011;MDU;;2;0;0;2;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;3518064;Vermorgenstraat;31;;;134388,919;206644,869;SDU;;1;0;0;1;Y;NA;3;;BUILDING template
SINT-NIKLAAS - FH02;BL0204;4448700;Vermorgenstraat;33;;;134389,045;206649,42;SDU;;0;1;0;1;Y;NA;3;;BUILDING template
