Projectnummer;Blok;LAM MK;Straat;Huisnummer;Huisnummer Toevoeging;Huisnr;xPos;yPos;BT;VC Method;LU;BU;SU;TOTAAL;Wall Mount;SS Reason;Number Floors;Perceel eigenschap;Building comment;Building exists;BG Name;Opdrachttemplate
EVERE - FH03;BL0314;1624325;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;16;;;152318,628;173637,569;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0335;756049;Oasebinnenhof - Clos de l Oasis;20;;;152326,938;172573,66;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0304;828263;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;1;;;152285;173721;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0334;1623698;August De Boeckstraat - Rue Auguste De Boeck;64;A;;152234;173047;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0341;1202780;Kentstraat - Rue du Kent;22;;;152639,423;172632,967;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0333;1621487;Lindestraat - Rue du Tilleul;375;;;151977,704;173038,722;MDU;;3;1;0;4;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0332;1622131;Godfroid Kurthstraat - Rue Godfroid Kurth;84;;;152179,603;173112,073;MDU;;0;2;0;2;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0324;1622957;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;12;;;152220,969;173161,245;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0313;1624326;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;17;;;152328,199;173661,196;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0335;756050;Oasebinnenhof - Clos de l Oasis;24;;;152327,207;172600,149;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0302;830557;Haachtsesteenweg - Chaussee de Haecht;954;;;152023;173540;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0314;25028;Onze Lieve Vrouwlaan - Avenue Notre-Dame;134;;;152359;173488;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0314;1265156;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;32;;;152345,353;173598,087;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0333;1621488;Lindestraat - Rue du Tilleul;377;;;151980,038;173032,839;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0324;1622132;Godfroid Kurthstraat - Rue Godfroid Kurth;85;;;152189,265;173148,933;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0322;1622958;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;13;;;152272,218;173189,455;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0314;1624327;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;18;;;152321,736;173632,955;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0335;756051;Oasebinnenhof - Clos de l Oasis;30;;;152327,322;172624,114;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0316;830558;Onze Lieve Vrouwlaan - Avenue Notre-Dame;99;;;152183;173431;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0315;3916127;Onze Lieve Vrouwlaan - Avenue Notre-Dame;105;;;152229;173445;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0313;1271566;Oud-Kapellekelaan - Avenue de l Oud-Kapelleke;3;;;152464,005;173722,109;MDU;;17;0;0;17;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0333;1621490;Lindestraat - Rue du Tilleul;383;;;151988,071;173016,752;MDU;;0;3;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0324;1622133;Godfroid Kurthstraat - Rue Godfroid Kurth;87;;;152190,333;173142,815;MDU;;0;3;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0324;1622959;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;14;;;152227,261;173162,31;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0313;1624328;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;19;;;152331,477;173656,118;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0335;756052;Oasebinnenhof - Clos de l Oasis;37;;;152322,474;172675,98;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0302;830569;F. Vande Maelestraat - Rue F. Vande Maele;20;;;152182;173552;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0331;4103414;Godfroid Kurthstraat - Rue Godfroid Kurth;4;;;151953;173161;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0322;1279887;Pater Damiaanstraat - Rue Pere Damien;25;;;152323,349;173343,011;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0333;1621491;Lindestraat - Rue du Tilleul;385;;;151992,309;173011,828;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0324;1622134;Godfroid Kurthstraat - Rue Godfroid Kurth;89;;;152191,873;173137,106;MDU;;0;3;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0322;1622960;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;15;;;152278,364;173191,25;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0314;1624329;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;20;;;152325,059;173627,921;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0335;756053;Oasebinnenhof - Clos de l Oasis;34;;;152327,689;172650,461;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0316;830571;Adolf De Brandtstraat - Rue Adolphe De Brandt;35;;;152081;173414;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0332;4107587;August De Boeckstraat - Rue Auguste De Boeck;57;;;152174;173074;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0306;1288459;Louis Pierardlaan - Avenue Louis Pierard;27;;;152635,745;173827,87;MDU;;6;0;0;6;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0333;1621492;Lindestraat - Rue du Tilleul;389;;;151997,176;173000,224;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0324;1622135;Godfroid Kurthstraat - Rue Godfroid Kurth;91;;;152194,323;173132,121;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0324;1622961;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;18;;;152241,111;173164,297;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0313;1624330;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;21;;;152334,8;173651,672;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0335;756054;Oasebinnenhof - Clos de l Oasis;41;;;152322,558;172700,733;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0302;830605;Haachtsesteenweg - Chaussee de Haecht;952;;;152021;173536;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0330;4109489;Weerstandstraat - Rue de la Resistance;2;B;;151915;173244;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0302;1290437;Haachtsesteenweg - Chaussee de Haecht;978;;;152093,632;173576,923;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0333;1621493;Lindestraat - Rue du Tilleul;391;;;152001,605;172996,12;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0324;1622136;Godfroid Kurthstraat - Rue Godfroid Kurth;93;;;152196,636;173127,18;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0324;1622962;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;20;;;152248,537;173165,508;MDU;;6;0;0;6;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0314;1624331;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;22;;;152330,193;173622,513;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0335;756055;Oasebinnenhof - Clos de l Oasis;42;;;152323,032;172716,071;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0330;835049;Godfroid Kurthstraat - Rue Godfroid Kurth;45;;;152066;173188;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0319;4117128;Weerstandstraat - Rue de la Resistance;47;;;152053;173307;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0313;1298653;H. Consciencelaan - Avenue Henri Conscience;254;;;152353,072;173690,533;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0333;1621494;Lindestraat - Rue du Tilleul;399;;;152010,722;172972,925;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0324;1622137;Godfroid Kurthstraat - Rue Godfroid Kurth;95;;;152199,91;173122,009;MDU;;0;3;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0324;1622963;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;22;;;152257,373;173167,079;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0314;1624332;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;24;;;152332,411;173618,071;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0335;756056;Oasebinnenhof - Clos de l Oasis;71;;;152322,68;172949,759;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0333;838787;Lindestraat - Rue du Tilleul;413;;;152026;172934;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0319;4946727;Weerstandstraat - Rue de la Resistance;51;;;152074;173316;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0333;1299490;August De Boeckstraat - Rue Auguste De Boeck;12;;;151985,93;173087,88;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0333;1621495;Lindestraat - Rue du Tilleul;401;;;152013,151;172966,898;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0324;1622138;Godfroid Kurthstraat - Rue Godfroid Kurth;111;;;152208,302;173107,099;MDU;;0;3;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0322;1622965;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;23;;;152301,696;173205,536;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0313;1624333;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;25;;;152341,109;173643,156;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0335;756057;Oasebinnenhof - Clos de l Oasis;5;;;152305,668;172517,489;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0333;838795;August De Boeckstraat - Rue Auguste De Boeck;2;;;151957;173094;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0337;5693590;Genevestraat - Rue de Geneve;17;;;152471;172513;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0337;1299874;Andalusielaan - Avenue de l Andalousie;20;;;152507,3;172660,954;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0338;1621510;Tuinbouw - Tuinbouw;3;A;;152513,868;172745,205;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0324;1622139;Godfroid Kurthstraat - Rue Godfroid Kurth;113;;;152211,254;173102,554;MDU;;0;2;0;2;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0322;1622966;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;25;;;152305,387;173211,226;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0314;1624334;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;26;;;152336,876;173612,063;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0335;756058;Oasebinnenhof - Clos de l Oasis;1;;;152278,164;172517,715;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0333;838810;H. Consciencelaan - Avenue Henri Conscience;55;;;152098;173065;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0318;6381163;Weerstandstraat - Rue de la Resistance;29;;;151999;173292;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0334;1314104;H. Consciencelaan - Avenue Henri Conscience;68;;;152145,511;173052,855;MDU;;5;1;0;6;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0338;1621511;Tuinbouw - Tuinbouw;3;B;;152513,864;172738,181;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0324;1622140;Godfroid Kurthstraat - Rue Godfroid Kurth;115;;;152214,634;173097,44;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0322;1622967;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;27;;;152307,25;173217,942;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0313;1624335;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;27;;;152344,356;173638,155;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0335;756060;Oasebinnenhof - Clos de l Oasis;11;;;152310,055;172552,629;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0334;838815;H. Consciencelaan - Avenue Henri Conscience;70;;;152152;173054;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0322;6525357;Pater Damiaanstraat - Rue Pere Damien;3;;;152355;173399;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0321;1315900;H. Consciencelaan - Avenue Henri Conscience;154;;;152222,306;173369,226;MDU;;0;3;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0338;1621513;Tuinbouw - Tuinbouw;5;A;;152514,319;172722,912;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0324;1622141;Godfroid Kurthstraat - Rue Godfroid Kurth;123;;;152230,859;173081,475;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0322;1622968;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;29;;;152311,711;173223,24;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0314;1624336;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;28;;;152340,011;173607,148;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0335;756061;Oasebinnenhof - Clos de l Oasis;19;;;152309,481;172572,541;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0334;839670;August De Boeckstraat - Rue Auguste De Boeck;56;;;152176;173053;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0337;6663508;Andalusielaan - Avenue de l Andalousie;14;;;152539;172635;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0302;1324098;Haachtsesteenweg - Chaussee de Haecht;990;;;152131,494;173600,198;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0338;1621514;Tuinbouw - Tuinbouw;5;B;;152514,295;172716,014;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0324;1622142;Godfroid Kurthstraat - Rue Godfroid Kurth;125;;;152235,731;173077,848;SDU;;0;1;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0322;1622969;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;31;;;152314,642;173228,823;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0313;1624337;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;29;;;152347,127;173634,309;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0335;756062;Oasebinnenhof - Clos de l Oasis;18;;;152303,648;172572,619;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0331;839679;Godfroid Kurthstraat - Rue Godfroid Kurth;72;;;152132;173154;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0318;828104;Weerstandstraat - Rue de la Resistance;7;;;151920;173267;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0331;1325536;August De Boeckstraat - Rue Auguste De Boeck;13;;;151982,021;173109,37;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0338;1621517;Tuinbouw - Tuinbouw;7;A;;152513,985;172701,901;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0318;1622201;Onze Lieve Vrouwlaan - Avenue Notre-Dame;44;;;151986,977;173389,494;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0322;1622970;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;33;;;152317,617;173233,939;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0314;1624338;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;30;;;152343,917;173602,326;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0335;756063;Oasebinnenhof - Clos de l Oasis;17;;;152297,158;172580,811;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0331;839680;Godfroid Kurthstraat - Rue Godfroid Kurth;74;;;152138;173151;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0322;832066;Pater Damiaanstraat - Rue Pere Damien;33;;;152314;173321;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0343;1329510;Andalusielaan - Avenue de l Andalousie;9;;;152540,193;172558,654;MDU;;2;0;0;2;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0337;1621518;Tuinbouw - Tuinbouw;8;;;152625,12;172765,396;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0318;1622202;Onze Lieve Vrouwlaan - Avenue Notre-Dame;46;;;151993,235;173387,528;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0322;1622971;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;35;;;152320,691;173239,325;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0314;1624339;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;34;;;152348,822;173592,946;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0335;756064;Oasebinnenhof - Clos de l Oasis;15;;;152283,807;172552,706;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0333;838798;August De Boeckstraat - Rue Auguste De Boeck;2;A;;151960;173093;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0306;1332443;Louis Pierardlaan - Avenue Louis Pierard;11;;;152567,52;173779,31;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0337;1621519;Tuinbouw - Tuinbouw;10;;;152595,242;172777,777;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0317;1622203;Onze Lieve Vrouwlaan - Avenue Notre-Dame;49;;;152002,682;173416,649;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0322;1622972;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;37;;;152322,646;173246,255;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0313;1624340;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;35;;;152355,956;173621,668;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0335;756065;Oasebinnenhof - Clos de l Oasis;25;;;152310,15;172601,43;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0331;839668;August De Boeckstraat - Rue Auguste De Boeck;11;;;151978;173108;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0306;1340851;Louis Pierardlaan - Avenue Louis Pierard;41;;;152648,336;173891,04;MDU;;7;0;0;7;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0337;1621520;Tuinbouw - Tuinbouw;12;;;152587,756;172781,629;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0317;1622204;Onze Lieve Vrouwlaan - Avenue Notre-Dame;53;;;152016,495;173414,649;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0322;1622973;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;39;;;152326,73;173250,723;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0314;1624341;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;36;;;152353,362;173587,881;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0335;756066;Oasebinnenhof - Clos de l Oasis;29;;;152308,236;172622,842;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0334;839671;August De Boeckstraat - Rue Auguste De Boeck;58;;;152193;173047;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0314;1352838;Onze Lieve Vrouwlaan - Avenue Notre-Dame;143;;;152356,382;173488,937;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0338;1621521;Tuinbouw - Tuinbouw;13;;;152559,588;172699,555;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0319;1622205;Onze Lieve Vrouwlaan - Avenue Notre-Dame;54;;;152044,053;173383,23;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0322;1622974;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;41;;;152329,297;173256,124;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0313;1624342;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;37;;;152360,404;173615,914;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0335;756067;Oasebinnenhof - Clos de l Oasis;26;;;152303,493;172601,439;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0333;1355220;Lindestraat - Rue du Tilleul;387;;;151993,359;173005,49;MDU;;3;0;0;3;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0337;1621522;Tuinbouw - Tuinbouw;14;;;152557,495;172796,773;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0319;1622206;Onze Lieve Vrouwlaan - Avenue Notre-Dame;56;;;152050,304;173382,683;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
EVERE - FH03;BL0322;1622975;J. Van Ruusbroeckstraat - Rue J. Van Ruusbroeck;45;;;152332,336;173261,585;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0314;1624343;Jean-Baptiste Desmethstraat - Rue Jean-Baptiste Desmeth;42;;;152368,924;173563,791;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0335;756068;Oasebinnenhof - Clos de l Oasis;27;;;152295,142;172623,351;SDU;;1;0;0;1;Y;NA;2;;;;;BUILDING template
EVERE - FH03;BL0321;1358317;H. Consciencelaan - Avenue Henri Conscience;112;;;152214,984;173235,394;MDU;;4;0;0;4;Y;NA;4;;;;;BUILDING template
